respondent_id,survey_year,region,province,sex,age,civil_status,education_level,years_of_schooling,employment_status,occupation_type,monthly_income_php,household_size,num_children,housing_type,water_source,toilet_facility,electricity_source,internet_access,health_insurance,food_insecurity_score,bmi,mental_health_score,dist_to_health_facility_km,received_gov_aid,gov_aid_amount_php
PH-002704,2023,Region II,Region II Province,Female,32,Widowed,High School,10,Self-Employed,IT/Tech,33663.0,5,0,Owned - Light Materials,Piped/NAWASA,Shared Toilet,None,Mobile Data Only,None,4,25.4,8.0,5.0,1,1000
PH-002705,2018,NCR,Metro Manila,Male,28,Single,Vocational/Tech,12,Self-Employed,None/Informal,27741.0,5,0,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,2,23.4,9.0,2.2,1,1000
PH-002706,2018,Region I,La Union,Male,25,Widowed,Elementary,6,Retired,Construction,8109.0,3,0,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,None,None,PhilHealth Only,2,27.7,2.0,6.3,1,1500
PH-002707,2022,CAR,CAR Province,Male,15,Single,College,18,Employed,Education,17382.0,4,4,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,2,15.3,0.0,12.2,1,1500
PH-002708,2021,Region IV-B,Region IV-B Province,Male,42,Live-in,Vocational/Tech,13,Employed,Agriculture/Fishing,30493.0,5,3,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,2,28.3,2.0,2.3,0,0
PH-002709,2022,Region II,Region II Province,Female,15,Married,Elementary,7,Employed,Construction,20642.0,4,2,Rented,Communal Faucet,Pit Latrine,Generator,Both,PhilHealth + HMO,3,20.6,7.0,0.5,1,2000
PH-002710,2018,CAR,CAR Province,Female,51,Live-in,College,16,Employed,Retail/Trade,20288.0,3,4,Owned - Light Materials,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,19.8,2.0,11.5,0,0
PH-002711,2019,Region VIII,Region VIII Province,Male,40,Widowed,High School,9,Employed,Transport/Logistics,37941.0,9,0,Owned - Light Materials,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,3,22.2,5.0,3.1,1,2000
PH-002712,2022,Region XI,Davao de Oro,Female,24,Single,College,17,Employed,Agriculture/Fishing,66883.0,6,2,Shared/Rent-free,Deep Well,Water-sealed/Flush,None,Broadband,PhilHealth Only,4,18.1,1.0,1.5,0,0
PH-002713,2021,CARAGA,CARAGA Province,Male,26,Married,College,18,Self-Employed,IT/Tech,26823.0,4,2,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,1,27.9,10.0,17.1,0,0
PH-002714,2019,Region IX,Region IX Province,Male,15,Separated/Annulled,College,16,Unemployed,None/Informal,,5,0,Shared/Rent-free,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,3,,8.0,2.4,0,0
PH-002715,2023,Region VII,Bohol,Female,35,Separated/Annulled,No Formal Education,0,Employed,Healthcare,9711.0,6,1,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,None,4,22.3,5.0,2.7,0,0
PH-002716,2021,Region IX,Region IX Province,Female,45,Single,Vocational/Tech,13,Unemployed,None/Informal,0.0,3,3,Rented,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,3,16.2,6.0,1.5,1,3000
PH-002717,2020,Region IV-A,Rizal,Male,35,Widowed,High School,11,Underemployed,Agriculture/Fishing,7367.0,6,1,Owned - Concrete,Bottled/Delivered,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,27.3,14.0,4.9,0,0
PH-002718,2021,Region XII,Region XII Province,Male,25,Widowed,College,16,Employed,Retail/Trade,8396.0,3,1,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,3,23.1,13.0,3.2,0,0
PH-002719,2018,Region IX,Region IX Province,Female,34,Widowed,College,16,Employed,None/Informal,49532.0,5,2,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,None,Both,None,2,21.8,3.0,3.4,0,0
PH-002720,2018,Region II,Region II Province,Male,44,Live-in,High School,12,Employed,Healthcare,21308.0,2,4,Informal Settler,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,None,3,18.6,5.0,5.3,0,0
PH-002721,2023,Region IV-A,Batangas,Female,55,Widowed,Vocational/Tech,12,Student,None/Informal,0.0,2,3,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,5,21.9,6.0,1.9,0,0
PH-002722,2019,Region XI,Davao del Norte,Male,32,Widowed,College,15,Employed,Education,23814.0,5,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,2,16.2,7.0,5.9,0,0
PH-002723,2020,Region IX,Region IX Province,Female,37,Separated/Annulled,College,15,Self-Employed,Retail/Trade,20010.0,5,4,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,3,22.9,7.0,4.5,0,0
PH-002724,2018,CAR,CAR Province,Female,54,Married,College,16,Self-Employed,Agriculture/Fishing,21807.0,4,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,4,32.7,10.0,12.6,1,500
PH-002725,2018,Region IV-A,Cavite,Male,35,Married,Vocational/Tech,13,Self-Employed,Retail/Trade,5822.0,6,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,21.5,6.0,3.8,0,0
PH-002726,2022,Region IX,Region IX Province,Male,47,Separated/Annulled,Vocational/Tech,13,Student,None/Informal,-999.0,4,5,Rented,Shallow Well,Water-sealed/Flush,None,Broadband,PhilHealth + HMO,4,19.1,7.0,3.0,1,1000
PH-002727,2021,Region XII,Region XII Province,Female,15,Married,Postgraduate,19,Unemployed,None/Informal,,7,3,Owned - Light Materials,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,25.2,,3.5,0,0
PH-002728,2022,Region XI,Davao del Sur,Female,45,Single,Vocational/Tech,13,Retired,Government,6499.0,1,1,Owned - Concrete,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,3,25.1,11.0,6.9,1,1000
PH-002729,2019,Region XI,Davao de Oro,Male,38,Married,College,17,Employed,Education,49877.0,2,2,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,19.3,0.0,2.8,1,1500
PH-002730,2019,Region III,Region III Province,Female,27,Live-in,High School,11,Self-Employed,Manufacturing,38255.0,3,0,Owned - Concrete,River/Rain,Shared Toilet,None,None,PhilHealth Only,2,29.2,8.0,4.5,0,0
PH-002731,2018,CAR,CAR Province,Male,33,Separated/Annulled,College,15,Self-Employed,Education,52851.0,3,4,Owned - Concrete,Communal Faucet,Pit Latrine,Meralco/Electric Coop,None,None,3,23.8,20.0,4.6,0,0
PH-002732,2023,NCR,Metro Manila,Female,30,Live-in,College,15,Underemployed,Transport/Logistics,7214.0,6,4,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,5,29.6,7.0,0.9,0,0
PH-002733,2020,Region XI,Davao del Norte,Male,15,Live-in,College,15,Employed,Retail/Trade,,5,1,Rented,Piped/NAWASA,Water-sealed/Flush,None,Both,HMO Only,5,20.4,11.0,4.5,1,500
PH-002734,2018,CAR,CAR Province,Female,42,Married,College,15,Unemployed,None/Informal,0.0,4,0,Shared/Rent-free,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,,7.0,17.4,1,1500
PH-002735,2019,Region VII,Negros Oriental,Male,22,Widowed,College,15,Retired,Education,9793.0,3,3,Owned - Light Materials,Deep Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,3,27.4,13.0,7.1,1,1500
PH-002736,2022,Region IX,Region IX Province,Female,38,Separated/Annulled,High School,11,Employed,Manufacturing,13374.0,4,1,Owned - Concrete,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,None,2,22.9,3.0,0.9,1,500
PH-002737,2022,Region IX,Region IX Province,Male,26,Live-in,College,16,Employed,Manufacturing,27337.0,2,2,Informal Settler,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,4,,16.0,6.2,1,2000
PH-002738,2021,NCR,Metro Manila,Female,49,Married,High School,10,Underemployed,Construction,9302.0,3,0,Informal Settler,Bottled/Delivered,Pit Latrine,None,None,PhilHealth + HMO,4,31.0,6.0,1.0,0,0
PH-002739,2018,Region VIII,Region VIII Province,Male,25,Live-in,Elementary,5,Retired,Retail/Trade,11534.0,6,0,Rented,Piped/NAWASA,Pit Latrine,None,Broadband,PhilHealth Only,3,23.3,8.0,6.4,0,0
PH-002740,2023,Region III,Region III Province,Female,32,Married,Elementary,6,Employed,Transport/Logistics,22876.0,4,3,Shared/Rent-free,Communal Faucet,Pit Latrine,Meralco/Electric Coop,None,None,3,25.4,1.0,3.9,0,0
PH-002741,2021,Region IV-A,Cavite,Female,45,Single,College,16,Underemployed,Healthcare,13613.0,5,4,Owned - Light Materials,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,24.9,7.0,2.7,0,0
PH-002742,2018,NCR,Metro Manila,Female,32,Widowed,Vocational/Tech,14,Employed,Healthcare,20018.0,5,1,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,2,17.0,3.0,1.6,0,0
PH-002743,2019,Region VI,Region VI Province,Female,55,Widowed,High School,12,Student,None/Informal,0.0,4,2,Informal Settler,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,4,21.1,9.0,2.8,1,1500
PH-002744,2023,CARAGA,CARAGA Province,Male,45,Separated/Annulled,College,16,Employed,Construction,26657.0,5,0,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,33.3,2.0,9.6,1,2000
PH-002745,2023,NCR,Metro Manila,Female,37,Single,Postgraduate,19,Employed,IT/Tech,39020.0,3,0,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,4,27.7,0.0,0.7,1,1500
PH-002746,2022,CAR,CAR Province,Female,53,Live-in,College,15,Employed,Manufacturing,58027.0,6,1,Owned - Light Materials,Communal Faucet,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,24.0,13.0,5.9,1,1000
PH-002747,2019,Region III,Region III Province,Male,25,Widowed,College,18,Employed,None/Informal,44630.0,4,4,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,2,24.3,3.0,5.0,0,0
PH-002748,2018,Region VI,Region VI Province,Male,17,Separated/Annulled,Vocational/Tech,11,Employed,Education,18168.0,2,3,Shared/Rent-free,Communal Faucet,None,Meralco/Electric Coop,Both,None,3,17.2,14.0,12.5,0,0
PH-002749,2019,Region X,Region X Province,Female,35,Married,College,16,Employed,None/Informal,16569.0,9,0,Informal Settler,Deep Well,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth Only,3,,14.0,6.1,1,500
PH-002750,2021,Region IV-A,Batangas,Female,29,Single,Elementary,8,Retired,Manufacturing,6765.0,4,0,Rented,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,4,22.1,,8.8,0,0
PH-002751,2021,Region IV-B,Region IV-B Province,Female,29,Widowed,Elementary,7,Self-Employed,Education,11374.0,4,2,Rented,Piped/NAWASA,Shared Toilet,Generator,Both,PhilHealth + HMO,1,25.9,4.0,10.1,0,0
PH-002752,2018,Region VII,Bohol,Male,41,Live-in,Postgraduate,18,Underemployed,Transport/Logistics,10938.0,3,1,Owned - Concrete,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,PhilHealth + HMO,3,24.4,6.0,5.2,0,0
PH-002753,2019,Region XI,Davao de Oro,Male,27,Widowed,College,15,Underemployed,Healthcare,11253.0,1,3,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,3,21.3,,5.3,0,0
PH-002754,2023,Region IX,Region IX Province,Female,22,Widowed,College,18,Employed,Agriculture/Fishing,40702.0,5,2,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,2,26.4,6.0,6.7,1,500
PH-002755,2021,Region I,Ilocos Norte,Male,15,Married,College,16,Underemployed,Education,10754.0,7,0,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Broadband,HMO Only,2,,,1.6,1,500
PH-002756,2021,Region IX,Region IX Province,Female,32,Live-in,College,17,Underemployed,None/Informal,14298.0,4,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,3,28.8,8.0,3.3,0,0
PH-002757,2023,Region I,La Union,Male,31,Married,High School,11,Employed,IT/Tech,34461.0,7,1,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,25.9,3.0,5.1,0,0
PH-002758,2018,Region IV-A,Laguna,Female,17,Live-in,Vocational/Tech,14,Retired,Education,4877.0,5,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,4,,3.0,4.9,0,0
PH-002759,2023,NCR,Metro Manila,Female,20,Separated/Annulled,Elementary,7,Employed,Government,56082.0,2,1,Informal Settler,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Both,None,1,26.9,6.0,0.8,1,3000
PH-002760,2022,CARAGA,CARAGA Province,Male,45,Single,High School,10,Underemployed,Government,13557.0,5,0,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,HMO Only,1,25.0,6.0,16.4,1,1500
PH-002761,2019,Region XII,Region XII Province,Male,34,Married,High School,12,Underemployed,IT/Tech,14802.0,1,4,Owned - Concrete,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Both,None,2,27.4,3.0,5.9,0,0
PH-002762,2022,Region VI,Region VI Province,Male,19,Single,High School,11,Unemployed,None/Informal,,5,1,Informal Settler,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,27.4,1.0,2.9,1,2000
PH-002763,2020,Region X,Region X Province,Male,40,Widowed,College,15,Self-Employed,Government,85727.0,4,2,Informal Settler,Piped/NAWASA,None,Meralco/Electric Coop,Broadband,PhilHealth Only,2,32.7,3.0,5.3,1,500
PH-002764,2022,CARAGA,CARAGA Province,Male,15,Married,College,15,Student,None/Informal,0.0,1,2,Shared/Rent-free,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth + HMO,4,23.3,7.0,33.7,0,0
PH-002765,2021,CAR,CAR Province,Male,31,Single,Elementary,7,Unemployed,None/Informal,,5,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,4,23.5,9.0,24.7,0,0
PH-002766,2020,Region IV-B,Region IV-B Province,Male,49,Separated/Annulled,College,18,Retired,Agriculture/Fishing,,1,1,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,5,23.5,17.0,9.3,0,0
PH-002767,2019,Region V,Region V Province,Male,37,Live-in,High School,11,Underemployed,Retail/Trade,8769.0,1,3,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,25.2,1.0,4.2,0,0
PH-002768,2023,Region XII,Region XII Province,Male,35,Widowed,High School,9,Underemployed,Agriculture/Fishing,15279.0,2,3,Rented,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,,7.0,5.1,1,1500
PH-002769,2019,Region IX,Region IX Province,Female,36,Live-in,Vocational/Tech,11,Self-Employed,Manufacturing,55120.0,4,1,Shared/Rent-free,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,None,1,,8.0,3.7,1,500
PH-002770,2021,NCR,Metro Manila,Male,15,Live-in,High School,10,Self-Employed,Government,57910.0,2,1,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,19.5,4.0,0.5,1,1000
PH-002771,2021,CARAGA,CARAGA Province,Male,43,Single,High School,10,Retired,Manufacturing,7957.0,10,0,Owned - Light Materials,Deep Well,Shared Toilet,None,Broadband,PhilHealth Only,3,22.1,11.0,8.7,0,0
PH-002772,2020,Region X,Region X Province,Female,42,Widowed,College,18,Employed,Construction,13532.0,2,0,Rented,River/Rain,Pit Latrine,Meralco/Electric Coop,None,PhilHealth + HMO,1,22.3,10.0,3.1,1,500
PH-002773,2022,BARMM,Lanao del Sur,Male,49,Single,College,17,Employed,Retail/Trade,50859.0,4,0,Owned - Light Materials,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,,4.0,7.1,1,3000
PH-002774,2021,Region VI,Region VI Province,Male,27,Widowed,College,15,Underemployed,Construction,11011.0,3,2,Rented,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth + HMO,3,20.7,15.0,2.1,1,3000
PH-002775,2020,Region VI,Region VI Province,Female,15,Widowed,High School,9,Unemployed,None/Informal,0.0,5,0,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,None,None,4,14.4,15.0,7.0,1,2000
PH-002776,2018,NCR,Metro Manila,Male,16,Married,High School,10,Underemployed,Construction,6378.0,7,0,Owned - Concrete,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,15.0,,1.0,1,2000
PH-002777,2018,Region IX,Region IX Province,Female,43,Live-in,Postgraduate,17,Underemployed,IT/Tech,-999.0,2,2,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth Only,5,17.9,13.0,5.1,1,500
PH-002778,2018,Region XI,Davao del Sur,Male,48,Widowed,Postgraduate,17,Employed,None/Informal,23338.0,1,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,4,20.7,,4.5,1,1000
PH-002779,2023,Region II,Region II Province,Female,15,Live-in,Elementary,6,Self-Employed,Healthcare,66357.0,3,2,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,29.8,,4.3,0,0
PH-002780,2023,Region XI,Davao del Sur,Male,24,Live-in,Elementary,8,Retired,None/Informal,13617.0,1,3,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,1,29.8,8.0,6.9,1,1000
PH-002781,2023,Region II,Region II Province,Female,35,Live-in,No Formal Education,1,Retired,Manufacturing,4910.0,3,3,Owned - Concrete,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,4,29.5,10.0,2.1,1,1000
PH-002782,2019,BARMM,Lanao del Sur,Female,25,Single,High School,11,Retired,Government,10313.0,1,4,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,29.7,0.0,20.7,0,0
PH-002783,2018,Region V,Region V Province,Female,61,Married,Elementary,5,Unemployed,None/Informal,,2,3,Owned - Concrete,Piped/NAWASA,None,None,Mobile Data Only,PhilHealth Only,4,18.0,10.0,7.5,0,0
PH-002784,2021,Region VII,Cebu,Female,27,Married,High School,9,Self-Employed,None/Informal,48998.0,1,0,Informal Settler,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,24.6,6.0,7.4,1,1500
PH-002785,2021,Region IX,Region IX Province,Male,41,Separated/Annulled,College,17,Unemployed,None/Informal,,6,1,Shared/Rent-free,Bottled/Delivered,Water-sealed/Flush,None,None,PhilHealth Only,4,22.6,20.0,2.6,0,0
PH-002786,2020,Region XII,Region XII Province,Male,60,Married,College,15,Retired,Education,10036.0,2,4,Shared/Rent-free,Deep Well,None,Meralco/Electric Coop,Mobile Data Only,None,3,28.1,,6.0,1,1000
PH-002787,2022,Region IX,Region IX Province,Female,27,Live-in,Elementary,5,Self-Employed,IT/Tech,43714.0,4,3,Owned - Light Materials,Communal Faucet,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,1,26.4,,10.0,1,2000
PH-002788,2020,BARMM,Lanao del Sur,Female,42,Live-in,College,15,Self-Employed,Healthcare,28110.0,5,0,Owned - Concrete,Shallow Well,Pit Latrine,Solar,Both,None,4,32.9,11.0,23.1,1,3000
PH-002789,2023,Region IV-A,Laguna,Female,28,Separated/Annulled,College,15,Employed,IT/Tech,15089.0,4,2,Rented,Shallow Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,2,26.8,9.0,2.0,1,500
PH-002790,2021,CAR,CAR Province,Female,41,Live-in,Vocational/Tech,14,Retired,Transport/Logistics,13980.0,5,3,Informal Settler,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,1,26.5,4.0,4.2,1,1000
PH-002791,2018,Region IV-A,Cavite,Female,27,Separated/Annulled,High School,11,Unemployed,None/Informal,0.0,3,1,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,HMO Only,3,28.0,6.0,0.2,1,2000
PH-002792,2021,Region IX,Region IX Province,Male,48,Married,College,18,Employed,Retail/Trade,14731.0,4,2,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,29.1,13.0,2.4,1,500
PH-002793,2019,Region VII,Siquijor,Female,61,Married,College,17,Employed,Education,27353.0,4,3,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,26.2,20.0,4.2,0,0
PH-002794,2022,Region XI,Davao del Sur,Female,31,Separated/Annulled,Postgraduate,17,Employed,Construction,26106.0,6,0,Owned - Concrete,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,1,22.0,,3.7,1,1000
PH-002795,2018,Region IX,Region IX Province,Female,41,Live-in,College,15,Underemployed,Government,8558.0,2,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,17.4,12.0,7.5,1,1500
PH-002796,2021,Region VII,Cebu,Female,46,Single,Elementary,6,Self-Employed,Agriculture/Fishing,50568.0,8,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,3,22.8,9.0,9.6,0,0
PH-002797,2023,Region VII,Bohol,Male,18,Separated/Annulled,College,15,Unemployed,None/Informal,,3,4,Informal Settler,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,5,23.0,,6.0,1,1000
PH-002798,2021,NCR,Metro Manila,Female,53,Separated/Annulled,High School,12,Employed,Construction,25455.0,6,6,Rented,Communal Faucet,Water-sealed/Flush,None,Both,PhilHealth + HMO,3,24.7,14.0,0.9,0,0
PH-002799,2020,BARMM,Basilan,Male,63,Single,High School,11,Employed,IT/Tech,27120.0,4,0,Owned - Light Materials,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,28.1,8.0,16.0,1,2000
PH-002800,2023,Region IX,Region IX Province,Female,16,Single,Elementary,6,Student,None/Informal,0.0,5,2,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,21.3,1.0,2.3,1,2000
PH-002801,2021,Region V,Region V Province,Male,18,Separated/Annulled,High School,12,Self-Employed,Transport/Logistics,54284.0,7,2,Rented,Deep Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,4,25.1,11.0,4.0,1,3000
